CustomerID,recency_days,purchase_count,total_spent,avg_order_value,churn
12423.0,0,8,1859.31,232.41375,0
12424.0,162,2,1760.96,880.48,1
12425.0,77,1,777.2,777.2,0
12426.0,194,1,582.73,582.73,1
12427.0,21,3,825.8000000000001,275.2666666666667,0
12428.0,25,9,7956.46,884.0511111111111,0
12429.0,8,4,3750.4,937.6,0
12430.0,42,1,256.4,256.4,0
12431.0,35,15,6487.45,432.4966666666666,0
12432.0,42,5,5059.32,1011.864,0
12433.0,0,7,13375.87,1910.838571428572,0
12434.0,84,2,806.14,403.07,0
12435.0,79,2,7829.89,3914.945,0
12436.0,99,1,509.01,509.01,1
12437.0,1,18,4951.41,275.0783333333333,0
12438.0,13,2,2906.85,1453.425,0
12441.0,366,1,173.55,173.55,1
12442.0,2,1,172.06,172.06,0
12444.0,20,5,5005.46,1001.092,0
12445.0,21,1,133.4,133.4,0
12446.0,57,1,1002.31,1002.31,0
12447.0,242,1,476.49,476.49,1
12448.0,43,1,449.45,449.45,0
12449.0,21,4,4067.29,1016.8225,0
12450.0,155,2,197.88,98.94,1
12451.0,10,5,9035.52,1807.104,0
12452.0,16,2,430.5700000000001,215.28500000000005,0
12453.0,133,1,707.09,707.09,1
12454.0,55,1,3528.34,3528.34,0
12455.0,72,6,2466.86,411.1433333333334,0
12456.0,43,3,3181.04,1060.3466666666666,0
12457.0,65,7,2363.23,337.6042857142857,0
12458.0,70,2,947.4,473.7,0
12461.0,93,2,826.88,413.44,1
12462.0,18,2,1189.59,594.795,0
12463.0,52,4,1344.78,336.195,0
12464.0,9,8,1212.05,151.50625,0
12465.0,16,2,742.19,371.095,0
12468.0,187,2,729.54,364.77,1
12471.0,1,30,19824.05,660.8016666666666,0
12472.0,31,7,6572.11,938.8728571428572,0
12473.0,28,5,3938.55,787.71,0
12474.0,16,18,7375.79,409.7661111111111,0
12475.0,53,1,723.38,723.38,0
12476.0,15,11,6816.42,619.6745454545454,0
12477.0,22,6,13219.74,2203.29,0
12478.0,3,1,680.99,680.99,0
12479.0,10,1,527.2,527.2,0
12480.0,27,4,3281.63,820.4075,0
12481.0,22,10,5596.32,559.632,0
12483.0,16,8,2484.98,310.6225,0
12484.0,32,6,4541.72,756.9533333333334,0
12488.0,9,3,1298.66,432.8866666666667,0
12489.0,335,1,334.93,334.93,1
12490.0,4,10,5417.93,541.793,0
12491.0,38,1,460.4,460.4,0
12492.0,62,2,263.21000000000004,131.60500000000002,0
12493.0,165,2,433.74,216.87,1
12494.0,15,7,1246.1,178.0142857142857,0
12497.0,81,1,1043.1,1043.1,0
12498.0,20,3,403.7000000000001,134.5666666666667,0
12500.0,22,11,4257.82,387.07454545454544,0
12501.0,336,1,2169.39,2169.39,1
12502.0,95,5,3723.87,744.774,1
12504.0,17,2,482.05,241.025,0
12506.0,232,1,73.5,73.5,1
12507.0,133,3,1304.81,434.93666666666667,1
12508.0,25,2,398.27,199.135,0
12509.0,283,1,176.5,176.5,1
12510.0,142,2,982.57,491.285,1
12512.0,65,2,138.03,69.015,0
12513.0,112,1,612.29,612.29,1
12514.0,266,1,1017.68,1017.68,1
12515.0,352,1,383.7,383.7,1
12516.0,77,2,1312.06,656.03,0
12517.0,27,5,2502.84,500.568,0
12518.0,0,5,2056.89,411.378,0
12519.0,63,1,340.84000000000003,340.84000000000003,0
12520.0,78,5,2634.26,526.8520000000001,0
12521.0,142,1,599.68,599.68,1
12522.0,38,2,192.72,96.36,0
12523.0,18,11,1789.77,162.70636363636365,0
12524.0,8,8,4485.72,560.715,0
12526.0,0,3,1316.66,438.8866666666667,0
12527.0,81,3,348.71000000000004,116.23666666666668,0
12528.0,8,6,1933.48,322.24666666666667,0
12530.0,59,4,1662.28,415.57,0
12531.0,14,1,125.22,125.22,0
12532.0,29,1,349.83000000000004,349.83000000000004,0
12534.0,130,1,1089.18,1089.18,1
12535.0,91,2,716.35,358.175,1
12536.0,42,3,12601.830000000002,4200.610000000001,0
12538.0,28,1,363.95,363.95,0
12539.0,21,4,5568.35,1392.0875,0
12540.0,19,17,13400.24,788.2494117647059,0
12541.0,29,3,981.18,327.06,0
12544.0,35,1,372.7,372.7,0
12545.0,74,2,1000.39,500.195,0
12546.0,46,2,1161.5,580.75,0
12547.0,197,2,207.8,103.9,1
12548.0,165,1,95.2,95.2,1
12550.0,78,1,964.83,964.83,0
12551.0,357,1,168.0,168.0,1
12552.0,38,2,437.82,218.91,0
12553.0,7,10,3692.28,369.228,0
12556.0,49,2,603.71,301.855,0
12557.0,15,5,11990.96,2398.192,0
12558.0,7,1,269.96,269.96,0
12559.0,310,2,561.71,280.855,1
12560.0,4,3,2134.01,711.3366666666667,0
12561.0,302,1,238.85,238.85,1
12562.0,7,7,3781.74,540.2485714285715,0
12564.0,260,1,456.9,456.9,1
12565.0,288,1,145.92000000000002,145.92000000000002,1
12566.0,85,1,351.65,351.65,0
12567.0,22,10,9401.28,940.128,0
12569.0,1,32,4124.6900000000005,128.89656250000002,0
12571.0,39,2,519.61,259.805,0
12572.0,8,2,1020.42,510.21,0
12573.0,226,1,160.54000000000002,160.54000000000002,1
12574.0,315,1,218.45,218.45,1
12576.0,35,5,1315.83,263.166,0
12577.0,34,3,657.8,219.26666666666665,0
12578.0,20,2,2794.51,1397.255,0
12579.0,77,1,440.42,440.42,0
12580.0,246,1,415.7,415.7,1
12581.0,39,1,197.71,197.71,0
12582.0,238,2,511.36,255.68,1
12583.0,2,15,7281.38,485.42533333333336,0
12584.0,3,9,2338.15,259.7944444444445,0
12585.0,233,2,2040.1,1020.05,1
12586.0,16,1,196.94000000000003,196.94000000000003,0
12587.0,7,1,144.0,144.0,0
12588.0,38,1,214.9,214.9,0
12589.0,28,2,646.68,323.34,0
12590.0,210,2,9864.26,4932.13,1
12591.0,316,1,452.85,452.85,1
12592.0,91,2,437.6,218.8,1
12593.0,108,3,418.1,139.36666666666667,1
12594.0,37,10,3338.2200000000003,333.822,0
12596.0,50,2,618.27,309.135,0
12597.0,18,4,3811.22,952.805,0
12598.0,9,8,3023.08,377.885,0
12599.0,28,7,1032.58,147.51142857142855,0
12600.0,28,10,2599.04,259.904,0
12601.0,189,5,577.0600000000001,115.412,1
12602.0,58,1,153.12,153.12,0
12603.0,21,1,739.1999999999999,739.1999999999999,0
12604.0,78,2,254.18,127.09,0
12607.0,59,1,1579.51,1579.51,0
12609.0,77,3,1126.85,375.6166666666666,0
12610.0,22,5,2099.54,419.908,0
12611.0,51,1,1193.32,1193.32,0
12612.0,73,1,704.04,704.04,0
12613.0,56,5,3344.38,668.876,0
12614.0,277,1,315.6,315.6,1
12615.0,1,4,2291.19,572.7975,0
12616.0,94,2,713.3,356.65,1
12617.0,28,1,355.53000000000003,355.53000000000003,0
12618.0,21,1,177.31,177.31,0
12619.0,15,9,3641.24,404.5822222222222,0
12620.0,14,3,1339.41,446.47,0
12621.0,1,20,13689.67,684.4835,0
12622.0,231,1,180.1,180.1,1
12623.0,275,1,305.1,305.1,1
12624.0,105,2,641.13,320.565,1
12625.0,211,2,2683.82,1341.91,1
12626.0,22,9,6620.4800000000005,735.6088888888889,0
12627.0,10,7,4478.53,639.79,0
12628.0,3,3,786.46,262.15333333333336,0
12630.0,9,2,1270.88,635.44,0
12631.0,56,1,640.5,640.5,0
12633.0,58,4,2163.98,540.995,0
12635.0,89,2,1689.18,844.59,0
12637.0,66,8,6021.9,752.7375,0
12638.0,32,1,671.69,671.69,0
12639.0,238,1,486.1,486.1,1
12640.0,23,3,1174.58,391.5266666666666,0
12641.0,114,1,185.9,185.9,1
12642.0,24,3,1013.26,337.75333333333333,0
12643.0,127,6,3344.64,557.4399999999999,1
12644.0,129,1,477.91,477.91,1
12645.0,33,4,1775.18,443.795,0
12646.0,4,2,1346.97,673.485,0
12647.0,21,12,3722.82,310.235,0
12648.0,154,1,318.05,318.05,1
12649.0,106,3,623.51,207.83666666666667,1
12650.0,2,1,314.44,314.44,0
12651.0,334,1,114.0,114.0,1
12652.0,330,1,919.98,919.98,1
12653.0,148,2,2209.85,1104.925,1
12654.0,10,5,601.98,120.396,0
12656.0,16,5,4051.17,810.234,0
12657.0,10,4,1643.18,410.795,0
12658.0,18,1,686.05,686.05,0
12659.0,29,1,91.68,91.68,0
12660.0,10,1,245.1,245.1,0
12662.0,0,11,3849.78,349.98,0
12664.0,7,9,4881.88,542.4311111111111,0
12665.0,324,1,63.0,63.0,1
12667.0,57,1,620.13,620.13,0
12668.0,11,4,3807.15,951.7875,0
12669.0,150,3,2744.03,914.6766666666666,1
12670.0,9,5,2996.05,599.21,0
12672.0,329,1,225.9,225.9,1
12673.0,4,2,610.52,305.26,0
12674.0,38,4,1970.6,492.65,0
12676.0,24,6,1331.39,221.8983333333333,0
12678.0,41,12,17628.46,1469.0383333333332,0
12679.0,58,4,1113.02,278.255,0
12680.0,0,4,862.81,215.7025,0
12681.0,14,22,13787.54,626.7063636363637,0
12682.0,3,31,12288.22,396.3941935483871,0
12683.0,3,15,8476.57,565.1046666666666,0
12684.0,7,7,2283.63,326.23285714285714,0
12685.0,27,6,2863.08,477.18,0
12686.0,371,1,89.14,89.14,1
12688.0,113,1,4873.81,4873.81,1
12689.0,25,2,1247.61,623.8050000000001,0
12690.0,205,1,389.01,389.01,1
12691.0,27,6,1035.8,172.63333333333333,0
12693.0,126,4,855.91,213.9775,1
12694.0,69,2,869.67,434.835,0
12695.0,6,4,582.1,145.525,0
12697.0,28,3,957.59,319.19666666666666,0
12700.0,7,4,4939.99,1234.9975,0
12701.0,79,2,797.71,398.855,0
12702.0,19,1,219.0,219.0,0
12703.0,70,1,283.55,283.55,0
12704.0,6,8,2340.84,292.605,0
12705.0,14,9,6868.29,763.1433333333333,0
12707.0,291,1,603.42,603.42,1
12708.0,29,10,2712.91,271.291,0
12709.0,14,15,9736.52,649.1013333333334,0
12710.0,96,3,1149.02,383.00666666666666,1
12712.0,28,13,4396.13,338.1638461538462,0
12713.0,0,1,848.55,848.55,0
12714.0,8,5,4708.86,941.772,0
12715.0,105,1,353.86,353.86,1
12716.0,3,2,1053.49,526.745,0
12717.0,150,2,1030.98,515.49,1
12718.0,70,1,238.25,238.25,0
12719.0,4,2,644.95,322.475,0
12720.0,2,25,5781.7300000000005,231.2692,0
12721.0,31,6,2656.13,442.6883333333333,0
12722.0,84,4,997.63,249.4075,0
12723.0,3,5,725.07,145.014,0
12724.0,4,4,1031.41,257.8525,0
12725.0,370,1,427.8,427.8,1
12726.0,27,7,2609.1,372.7285714285714,0
12727.0,10,7,3980.7,568.6714285714286,0
12728.0,70,4,836.33,209.0825,0
12729.0,113,1,453.01,453.01,1
12731.0,23,12,18895.91,1574.6591666666666,0
12732.0,179,1,236.26,236.26,1
12733.0,233,1,383.95,383.95,1
12734.0,352,1,110.4,110.4,1
12735.0,314,2,779.5699999999999,389.785,1
12736.0,332,1,234.0,234.0,1
12738.0,371,1,155.35,155.35,1
12739.0,77,2,1013.04,506.52,0
12740.0,63,1,427.6,427.6,0
12743.0,133,2,546.43,273.215,1
12744.0,51,7,21279.29,3039.898571428572,0
12747.0,1,11,4196.01,381.4554545454546,0
12748.0,0,209,33719.73,161.3384210526316,0
12749.0,3,5,4090.88,818.176,0
12750.0,128,1,275.88,275.88,1
12752.0,80,1,4366.78,4366.78,0
12753.0,22,6,21429.39,3571.565,0
12754.0,235,3,3010.74,1003.58,1
12755.0,280,2,3811.95,1905.975,1
12756.0,86,1,112.08,112.08,0
12757.0,15,13,7857.1,604.3923076923077,0
12758.0,116,2,2791.59,1395.795,1
12759.0,51,3,1531.44,510.48,0
12762.0,7,2,1898.52,949.26,0
12763.0,137,2,494.08,247.04,1
12764.0,316,1,1693.88,1693.88,1
12766.0,3,7,6989.63,998.5185714285716,0
12769.0,238,1,1143.6,1143.6,1
12770.0,210,1,1351.45,1351.45,1
12772.0,59,1,892.47,892.47,0
12775.0,16,5,1386.04,277.208,0
12778.0,19,6,822.23,137.03833333333333,0
12779.0,37,8,3981.36,497.67,0
12781.0,63,2,826.74,413.37,0
12782.0,4,5,2330.92,466.184,0
12783.0,1,6,2225.91,370.985,0
12784.0,8,2,574.42,287.21,0
12785.0,363,1,311.95,311.95,1
12787.0,9,3,463.66,154.55333333333334,0
12789.0,64,1,91.85,91.85,0
12790.0,191,1,324.92,324.92,1
12791.0,373,1,192.6,192.6,1
12792.0,256,1,400.54,400.54,1
12793.0,334,2,545.48,272.74,1
12794.0,52,2,860.41,430.205,0
12795.0,18,1,430.48,430.48,0
12797.0,365,1,254.03,254.03,1
12798.0,9,3,6977.04,2325.68,0
12802.0,186,1,427.58,427.58,1
12808.0,36,3,483.65,161.21666666666667,0
12809.0,177,1,489.31,489.31,1
12811.0,260,3,514.85,171.61666666666667,1
12812.0,44,1,229.64,229.64,0
12814.0,101,1,125.92,125.92,1
12815.0,147,2,1063.46,531.73,1
12816.0,95,2,572.2,286.1,1
12817.0,280,1,166.04000000000002,166.04000000000002,1
12818.0,261,1,1542.08,1542.08,1
12820.0,2,4,942.34,235.585,0
12821.0,213,1,92.72,92.72,1
12822.0,70,2,948.88,474.44,0
12823.0,74,5,1759.5,351.9,0
12824.0,59,1,397.12,397.12,0
12826.0,2,7,1474.72,210.67428571428573,0
12827.0,5,3,430.15,143.38333333333333,0
12828.0,2,6,1018.71,169.785,0
12829.0,336,2,293.0,146.5,1
12830.0,37,6,6814.64,1135.7733333333333,0
12831.0,261,1,215.05,215.05,1
12832.0,31,2,383.03,191.515,0
12833.0,144,1,417.38,417.38,1
12834.0,282,1,312.38,312.38,1
12836.0,58,4,2612.86,653.215,0
12837.0,172,1,134.1,134.1,1
12838.0,33,2,683.13,341.565,0
12839.0,2,14,5591.42,399.38714285714286,0
12840.0,143,4,2726.77,681.6925,1
12841.0,4,25,4022.35,160.894,0
12842.0,69,2,1118.99,559.495,0
12843.0,65,8,1702.26,212.7825,0
12844.0,28,2,325.96000000000004,162.98000000000002,0
12845.0,266,4,354.09000000000003,88.52250000000001,1
12847.0,21,1,871.54,871.54,0
12849.0,30,2,1050.89,525.445,0
12851.0,96,1,135.18,135.18,1
12852.0,294,1,311.55,311.55,1
12853.0,134,6,1957.1,326.18333333333334,1
12854.0,78,3,1324.5,441.5,0
12855.0,372,1,38.1,38.1,1
12856.0,7,6,2179.93,363.32166666666666,0
12857.0,210,2,1106.4,553.2,1
12863.0,51,1,521.2,521.2,0
12864.0,137,1,147.12,147.12,1
12865.0,25,2,1568.23,784.115,0
12866.0,282,1,559.12,559.12,1
12867.0,25,7,4036.82,576.6885714285714,0
12868.0,185,6,1607.0600000000002,267.84333333333336,1
12871.0,83,2,380.64,190.32,0
12872.0,326,2,599.97,299.985,1
12873.0,281,1,374.0,374.0,1
12875.0,142,2,343.2300000000001,171.61500000000004,1
12876.0,57,2,2218.02,1109.01,0
12877.0,3,12,1535.77,127.98083333333334,0
12878.0,235,2,854.99,427.495,1
12879.0,44,3,573.22,191.07333333333332,0
12881.0,275,1,298.0,298.0,1
12882.0,8,2,1463.04,731.52,0
12883.0,24,4,703.47,175.8675,0
12884.0,87,1,309.05,309.05,0
12885.0,62,3,1175.22,391.74,0
12886.0,67,2,1378.4,689.2,0
12888.0,213,2,354.12,177.06,1
12890.0,23,1,380.47,380.47,0
12891.0,185,3,331.0,110.33333333333331,1
12893.0,30,1,188.14,188.14,0
12895.0,41,2,372.8,186.4,0
12897.0,204,2,216.5,108.25,1
12901.0,8,28,17654.54,630.5192857142857,0
12902.0,264,1,138.68,138.68,1
12904.0,17,2,509.58,254.79,0
12906.0,11,5,2919.81,583.962,0
12908.0,175,2,750.0,375.0,1
12909.0,39,5,2178.67,435.734,0
12910.0,22,8,3075.04,384.38,0
12912.0,2,5,1662.3,332.46,0
12913.0,4,5,2483.63,496.726,0
12915.0,148,2,363.65,181.825,1
12916.0,138,4,3006.15,751.5375,1
12917.0,127,1,594.0,594.0,1
12919.0,7,6,1335.19,222.53166666666667,0
12920.0,16,1,164.23,164.23,0
12921.0,8,37,16587.09,448.2997297297297,0
12922.0,160,1,405.38,405.38,1
12923.0,63,1,176.97,176.97,0
12924.0,87,4,933.7,233.425,0
12925.0,4,2,694.05,347.025,0
12928.0,34,5,2062.7,412.54,0
12929.0,311,1,117.85,117.85,1
12930.0,77,2,415.8,207.9,0
12931.0,21,15,42055.96,2803.730666666667,0
12933.0,23,3,607.53,202.51,0
12935.0,1,7,2160.7,308.6714285714285,0
12936.0,16,4,1063.9,265.975,0
12937.0,14,4,1504.27,376.0675,0
12938.0,25,1,114.14,114.14,0
12939.0,63,8,11581.8,1447.725,0
12940.0,54,2,913.54,456.77,0
12942.0,130,3,683.9,227.96666666666667,1
12944.0,35,2,604.51,302.255,0
12945.0,287,1,462.95,462.95,1
12947.0,143,6,1603.99,267.33166666666665,1
12948.0,15,7,2064.95,294.99285714285713,0
12949.0,30,8,4167.22,520.9025,0
12950.0,1,3,1843.0,614.3333333333334,0
12951.0,8,6,1064.07,177.345,0
12952.0,5,4,1387.79,346.9475,0
12953.0,9,1,329.85,329.85,0
12955.0,0,11,4757.16,432.4690909090909,0
12956.0,305,1,108.07,108.07,1
12957.0,9,8,4017.54,502.1925,0
12962.0,6,2,266.39,133.195,0
12963.0,7,8,1856.63,232.07875,0
12965.0,88,1,771.91,771.91,0
12966.0,9,1,160.18,160.18,0
12967.0,357,2,1660.9,830.45,1
12968.0,111,1,135.95,135.95,1
12970.0,6,4,452.24,113.06,0
12971.0,3,86,11189.91,130.11523255813952,0
12974.0,197,1,144.8,144.8,1
12976.0,211,1,738.6,738.6,1
12977.0,155,1,39.24,39.24,1
12980.0,157,9,7374.900000000001,819.4333333333334,1
12981.0,29,2,372.22,186.11,0
12982.0,242,1,390.54,390.54,1
12984.0,18,1,97.5,97.5,0
12985.0,0,2,1239.38,619.69,0
12987.0,73,2,558.7,279.35,0
12988.0,291,1,535.32,535.32,1
12989.0,2,15,6924.11,461.6073333333333,0
12990.0,30,3,409.5,136.5,0
12991.0,22,2,503.76,251.88,0
12993.0,22,4,414.76,103.69,0
12994.0,3,3,974.42,324.8066666666667,0
12995.0,84,1,211.32,211.32,0
12997.0,21,4,1226.89,306.7225,0
12999.0,195,3,455.88,151.96,1
13000.0,106,3,534.85,178.28333333333333,1
13001.0,3,13,9818.82,755.2938461538462,0
13002.0,317,1,120.95,120.95,1
13003.0,105,3,149.05,49.68333333333334,1
13004.0,11,18,5655.91,314.21722222222223,0
13005.0,173,2,513.7,256.85,1
13006.0,55,1,81.57,81.57,0
13008.0,322,1,229.47,229.47,1
13011.0,371,1,50.55,50.55,1
13012.0,8,8,1661.84,207.73,0
13013.0,0,13,4810.9400000000005,370.0723076923077,0
13014.0,10,10,3466.28,346.62800000000004,0
13015.0,52,5,3346.28,669.2560000000001,0
13016.0,72,3,789.89,263.2966666666667,0
13017.0,6,1,204.0,204.0,0
13018.0,15,28,7277.7,259.91785714285714,0
13021.0,3,9,2616.38,290.7088888888889,0
13023.0,63,2,689.9,344.95,0
13026.0,0,5,975.36,195.072,0
13027.0,113,6,6912.0,1152.0,1
13028.0,22,2,661.3199999999999,330.66,0
13029.0,30,3,1247.5,415.8333333333333,0
13030.0,10,2,799.48,399.74,0
13032.0,51,2,1010.18,505.09,0
13033.0,356,1,190.55,190.55,1
13034.0,54,2,642.77,321.385,0
13035.0,73,2,921.88,460.94,0
13037.0,137,3,881.07,293.69,1
13038.0,79,3,908.46,302.82,0
13040.0,8,2,676.99,338.495,0
13043.0,272,1,516.42,516.42,1
13044.0,290,1,560.47,560.47,1
13045.0,98,1,305.28000000000003,305.28000000000003,1
13046.0,30,2,629.31,314.655,0
13047.0,31,10,3237.54,323.754,0
13048.0,13,4,1835.91,458.9775,0
13049.0,63,2,656.6800000000001,328.34000000000003,0
13050.0,14,17,5836.86,343.3447058823529,0
13052.0,211,1,348.15000000000003,348.15000000000003,1
13055.0,77,3,1214.41,404.8033333333333,0
13058.0,24,3,271.40000000000003,90.46666666666668,0
13059.0,249,1,183.4,183.4,1
13060.0,253,1,307.53000000000003,307.53000000000003,1
13061.0,71,1,248.61,248.61,0
13062.0,190,1,346.98,346.98,1
13064.0,12,4,1119.49,279.8725,0
13065.0,372,1,205.86,205.86,1
13066.0,23,2,470.8,235.4,0
13067.0,81,1,115.46,115.46,0
13068.0,9,2,344.0,172.0,0
13069.0,0,24,4436.12,184.8383333333333,0
13070.0,191,1,228.8,228.8,1
13072.0,266,1,177.15,177.15,1
13075.0,129,1,919.61,919.61,1
13077.0,0,4,729.27,182.3175,0
13078.0,2,26,12627.94,485.69,0
13079.0,3,5,220.1,44.02,0
13080.0,178,1,58.08,58.08,1
13081.0,11,11,28337.38,2576.1254545454544,0
13082.0,125,9,3613.63,401.5144444444445,1
13083.0,3,2,303.75,151.875,0
13085.0,157,2,416.08,208.04,1
13089.0,2,97,58825.83,606.4518556701031,0
13090.0,8,14,8910.82,636.4871428571429,0
13091.0,27,1,345.82,345.82,0
13092.0,70,5,477.83,95.566,0
13093.0,275,8,7832.47,979.05875,1
13094.0,20,12,1927.32,160.61,0
13095.0,70,1,74.39999999999999,74.39999999999999,0
13097.0,32,10,6010.42,601.042,0
13098.0,0,28,28882.44,1031.5157142857142,0
13099.0,98,1,207.36,207.36,1
13101.0,233,1,101.19,101.19,1
13102.0,0,24,6424.09,267.67041666666665,0
13103.0,39,1,243.94,243.94,0
13104.0,2,6,1098.48,183.08,0
13106.0,132,1,76.5,76.5,1
13107.0,43,4,1531.62,382.905,0
13108.0,372,1,350.06,350.06,1
13109.0,59,2,786.54,393.27,0
13110.0,30,7,1488.67,212.6671428571429,0
13113.0,0,24,12245.96,510.2483333333334,0
13115.0,11,4,2294.78,573.695,0
13116.0,137,1,501.14,501.14,1
13117.0,21,8,984.91,123.11375,0
13118.0,19,5,1197.81,239.562,0
13120.0,238,1,30.6,30.6,1
13121.0,268,1,283.73,283.73,1
13122.0,93,2,922.39,461.195,1
13124.0,89,3,3866.33,1288.7766666666666,0
13126.0,4,8,2099.64,262.455,0
13127.0,77,1,259.17,259.17,0
13130.0,93,1,64.0,64.0,1
13131.0,22,3,1073.3,357.76666666666665,0
13132.0,261,1,77.3,77.3,1
13133.0,273,2,109.8,54.9,1
13134.0,85,4,1793.58,448.395,0
13135.0,196,1,3096.0,3096.0,1
13136.0,55,5,2607.61,521.522,0
13137.0,10,8,3650.41,456.30125,0
13138.0,21,6,962.39,160.39833333333334,0
13139.0,15,7,5064.9400000000005,723.5628571428572,0
13140.0,107,3,423.72,141.24,1
13141.0,84,5,2388.75,477.75,0
13142.0,18,1,307.09000000000003,307.09000000000003,0
13144.0,332,1,110.95,110.95,1
13145.0,39,4,618.52,154.63,0
13146.0,25,1,228.91,228.91,0
13147.0,9,4,712.8,178.2,0
13148.0,28,12,3707.12,308.9266666666667,0
13149.0,13,4,1676.06,419.015,0
13151.0,295,1,1257.87,1257.87,1
13153.0,5,1,486.22,486.22,0
13155.0,32,4,971.76,242.94,0
13157.0,48,4,1741.22,435.305,0
13158.0,94,4,1201.06,300.265,1
13159.0,8,4,1437.85,359.4625,0
13160.0,21,1,91.8,91.8,0
13161.0,312,1,112.75,112.75,1
13162.0,121,4,1688.29,422.0725,1
13165.0,45,2,1021.48,510.74,0
13166.0,282,1,417.2,417.2,1
13167.0,18,4,791.33,197.8325,0
13168.0,35,4,1319.19,329.7975,0
13169.0,63,2,712.88,356.44,0
13170.0,26,1,116.01,116.01,0
13171.0,21,3,468.41,156.13666666666668,0
13173.0,3,2,353.65000000000003,176.82500000000002,0
13174.0,15,3,2817.03,939.01,0
13176.0,45,1,492.84,492.84,0
13177.0,64,1,282.45,282.45,0
13178.0,25,11,5725.47,520.4972727272727,0
13182.0,44,1,121.18,121.18,0
13183.0,7,9,3957.78,439.7533333333333,0
13184.0,14,10,1701.29,170.129,0
13185.0,267,1,71.4,71.4,1
13186.0,39,3,1575.89,525.2966666666667,0
13187.0,336,1,236.02,236.02,1
13188.0,10,1,114.6,114.6,0
13189.0,18,2,260.68,130.34,0
13192.0,94,2,911.94,455.97,1
13193.0,60,1,117.88,117.88,0
13194.0,135,1,60.7,60.7,1
13196.0,10,4,1797.78,449.445,0
13198.0,9,6,3401.24,566.8733333333333,0
13199.0,3,38,9817.12,258.34526315789475,0
13200.0,18,4,870.09,217.5225,0
13203.0,9,4,869.46,217.365,0
13207.0,14,2,250.26,125.13,0
13208.0,58,6,1223.9,203.98333333333332,0
13209.0,29,8,5891.61,736.45125,0
13210.0,93,1,353.48,353.48,1
13211.0,9,3,1197.42,399.14,0
13212.0,19,3,788.08,262.6933333333333,0
13213.0,56,5,1520.58,304.116,0
13216.0,267,1,333.74,333.74,1
13217.0,121,3,533.98,177.99333333333334,1
13218.0,126,1,62.64,62.64,1
13220.0,77,4,819.2900000000001,204.8225,0
13221.0,239,2,847.41,423.705,1
13223.0,199,2,163.2,81.6,1
13224.0,59,2,2155.95,1077.975,0
13225.0,2,7,6463.84,923.4057142857145,0
13226.0,272,1,108.21,108.21,1
13227.0,201,1,257.7,257.7,1
13228.0,80,1,358.0,358.0,0
13229.0,225,1,160.95,160.95,1
13230.0,3,14,2806.97,200.49785714285716,0
