CustomerID,purchase_count,total_spent,recency_days,avg_order_value,churn
12599.0,3,463.86,16,154.62,0
12600.0,6,1315.96,12,219.32666666666668,0
12601.0,4,508.96000000000004,12,127.24000000000001,0
12604.0,1,178.5,69,178.5,1
12609.0,1,287.93,126,287.93,0
12613.0,4,1462.52,5,365.63,1
12614.0,1,315.6,85,315.6,1
12616.0,1,255.60000000000002,105,255.60000000000002,1
12619.0,2,631.66,42,315.83,0
12620.0,1,561.66,12,561.66,1
12621.0,10,7355.82,8,735.582,0
12622.0,1,180.1,40,180.1,1
12623.0,1,305.1,84,305.1,1
12625.0,2,2683.82,19,1341.91,1
12626.0,2,1274.1000000000001,124,637.0500000000001,0
12633.0,2,1729.55,4,864.775,0
12637.0,4,2391.75,47,597.9375,0
12639.0,1,486.1,46,486.1,1
12643.0,3,1411.92,28,470.64000000000004,0
12645.0,2,798.9,27,399.45,0
12647.0,7,2302.31,7,328.90142857142854,0
12649.0,1,375.0,20,375.0,0
12651.0,1,114.0,142,114.0,1
12652.0,1,919.98,139,919.98,1
12653.0,1,779.1,104,779.1,0
12654.0,3,337.75,5,112.58333333333333,1
12656.0,2,1659.6,11,829.8,0
12662.0,4,1344.4,47,336.1,0
12664.0,2,1303.58,40,651.79,0
12665.0,1,63.0,132,63.0,1
12668.0,3,2924.4700000000003,67,974.8233333333334,1
12669.0,2,2272.6,56,1136.3,0
12670.0,2,1026.39,7,513.195,1
12672.0,1,225.9,137,225.9,1
12673.0,1,220.9,134,220.9,1
12674.0,1,586.74,15,586.74,0
12676.0,2,707.4,68,353.7,0
12678.0,5,3951.84,57,790.368,0
12679.0,2,906.38,13,453.19,1
12681.0,12,8044.93,6,670.4108333333334,0
12682.0,11,5277.29,0,479.75363636363636,0
12683.0,9,4417.57,19,490.8411111111111,0
12684.0,3,917.1,5,305.7,0
12686.0,1,89.14,179,89.14,1
12690.0,1,389.01,13,389.01,1
12691.0,3,406.2,126,135.4,0
12693.0,3,630.77,19,210.25666666666666,0
12695.0,1,89.25,18,89.25,0
12700.0,1,1092.43,23,1092.43,0
12701.0,1,337.08000000000004,50,337.08000000000004,1
12705.0,3,3164.1,9,1054.7,0
12707.0,1,603.42,99,603.42,1
12708.0,5,1338.17,8,267.634,0
12709.0,7,3927.87,25,561.1242857142857,0
12710.0,1,718.96,9,718.96,0
12712.0,8,2267.48,8,283.435,0
12714.0,2,1761.92,14,880.96,0
12717.0,1,609.74,53,609.74,0
12720.0,10,2341.77,0,234.177,0
12721.0,3,1107.82,54,369.2733333333333,0
12724.0,1,154.9,140,154.9,0
12725.0,1,427.8,179,427.8,1
12726.0,4,1111.28,22,277.82,0
12727.0,4,2007.32,89,501.83,0
12728.0,3,617.31,65,205.76999999999998,1
12731.0,6,8230.09,20,1371.6816666666666,0
12733.0,1,383.95,42,383.95,1
12734.0,1,110.39999999999999,160,110.39999999999999,1
12735.0,2,779.5699999999999,123,389.78499999999997,1
12736.0,1,234.0,140,234.0,1
12738.0,1,155.35,180,155.35,1
12744.0,4,10262.65,56,2565.6625,0
12747.0,6,2091.4,6,348.56666666666666,0
12748.0,86,9550.78,0,111.05558139534884,0
12749.0,1,859.1,21,859.1,0
12753.0,4,12940.51,56,3235.1275,0
12754.0,3,3010.74,43,1003.5799999999999,1
12755.0,2,3811.9500000000003,88,1905.9750000000001,1
12757.0,5,4202.2300000000005,8,840.4460000000001,0
12758.0,1,1570.19,84,1570.19,0
12759.0,1,444.8,83,444.8,0
12763.0,1,320.08,177,320.08,0
12764.0,1,1693.88,124,1693.88,1
12766.0,4,4015.71,48,1003.9275,0
12769.0,1,1143.6,46,1143.6,1
12770.0,1,1351.45,18,1351.45,1
12775.0,3,744.88,11,248.29333333333332,0
12778.0,3,408.06,67,136.02,0
12779.0,6,2974.41,6,495.73499999999996,0
12781.0,1,549.26,92,549.26,1
12782.0,3,1562.95,61,520.9833333333333,0
12785.0,1,311.95,172,311.95,1
12787.0,1,158.1,0,158.1,1
12790.0,1,324.92,0,324.92,1
12791.0,1,192.60000000000002,181,192.60000000000002,1
12792.0,1,400.54,64,400.54,1
12793.0,2,545.48,142,272.74,1
12797.0,1,254.03,173,254.03,1
12808.0,1,129.4,176,129.4,0
12811.0,3,514.85,68,171.61666666666667,1
12815.0,1,615.36,6,615.36,0
12817.0,1,166.04000000000002,89,166.04000000000002,1
12818.0,1,1542.08,69,1542.08,1
12820.0,1,170.46,134,170.46,1
12821.0,1,92.72,22,92.72,1
12823.0,3,994.5,62,331.5,0
12826.0,3,697.1,124,232.36666666666667,0
12829.0,2,293.0,144,146.5,1
12831.0,1,215.05,70,215.05,1
12834.0,1,312.38,90,312.38,1
12836.0,2,1661.4,27,830.7,0
12838.0,1,390.79,181,390.79,1
12839.0,4,1395.89,6,348.9725,0
12840.0,2,1577.97,22,788.985,0
12841.0,12,1961.26,30,163.43833333333333,0
12842.0,1,310.73,116,310.73,1
12843.0,3,627.0600000000001,21,209.02,0
12845.0,4,354.09000000000003,75,88.52250000000001,1
12849.0,1,704.5,76,704.5,1
12852.0,1,311.55,102,311.55,1
12853.0,3,885.0,47,295.0,0
12854.0,2,810.37,49,405.185,1
12855.0,1,38.1,180,38.1,1
12857.0,2,1106.4,18,553.2,1
12866.0,1,559.12,91,559.12,1
12867.0,4,1738.54,22,434.635,0
12868.0,5,1359.0,26,271.8,0
12871.0,1,132.0,15,132.0,1
12872.0,2,599.97,134,299.985,1
12873.0,1,374.0,90,374.0,1
12875.0,1,293.76000000000005,170,293.76000000000005,0
12876.0,1,726.43,4,726.43,1
12877.0,7,682.0400000000001,8,97.43428571428572,0
12878.0,2,854.99,44,427.495,1
12881.0,1,298.0,83,298.0,1
12886.0,1,775.0,27,775.0,1
12888.0,2,354.12,22,177.06,1
12891.0,2,246.00000000000003,28,123.00000000000001,0
12897.0,2,216.5,12,108.25,1
12901.0,11,7785.56,8,707.7781818181819,0
12902.0,1,138.68,72,138.68,1
12908.0,1,318.0,120,318.0,0
12909.0,3,1528.37,9,509.45666666666665,1
12910.0,3,1142.5,5,380.8333333333333,0
12913.0,3,866.39,90,288.7966666666667,1
12915.0,1,199.65,180,199.65,0
12916.0,3,2312.78,9,770.9266666666667,0
12921.0,13,5514.4400000000005,20,424.1876923076924,0
12924.0,3,655.27,6,218.42333333333332,1
12928.0,2,780.04,49,390.02,0
12929.0,1,117.85,119,117.85,1
12931.0,7,3920.7000000000003,11,560.1,0
12933.0,1,110.75,91,110.75,0
12935.0,2,866.23,11,433.115,0
12937.0,2,428.23,5,214.115,1
12939.0,3,7228.32,81,2409.44,0
12942.0,2,396.52000000000004,5,198.26000000000002,0
12944.0,1,286.95,162,286.95,1
12945.0,1,462.95,96,462.95,1
12947.0,3,1035.27,42,345.09,0
12948.0,3,886.26,22,295.42,0
12949.0,3,2250.7,14,750.2333333333332,0
12951.0,4,624.88,12,156.22,0
12955.0,3,697.42,11,232.47333333333333,0
12956.0,1,108.07,114,108.07,1
12957.0,3,1128.77,12,376.25666666666666,0
12963.0,1,365.8,173,365.8,1
12967.0,2,1660.9,166,830.45,1
12970.0,2,23.8,130,11.9,1
12971.0,39,4638.22,4,118.92871794871796,0
12974.0,1,144.8,5,144.8,1
12976.0,1,738.6,19,738.6,1
12980.0,6,4566.360000000001,18,761.0600000000001,0
12982.0,1,390.54,50,390.54,1
12987.0,1,304.3,5,304.3,1
12988.0,1,535.32,100,535.32,1
12989.0,7,3327.94,8,475.42,0
12990.0,1,97.5,118,97.5,0
12993.0,2,175.3,15,87.65,0
12994.0,1,352.6,76,352.6,0
12997.0,2,608.47,44,304.235,1
12999.0,3,455.88,4,151.96,1
13000.0,2,458.53000000000003,67,229.26500000000001,0
13001.0,9,7343.85,25,815.9833333333333,0
13002.0,1,120.95,126,120.95,1
13003.0,1,59.050000000000004,22,59.050000000000004,0
13004.0,7,2448.02,22,349.71714285714285,0
13005.0,1,321.65,54,321.65,0
13008.0,1,229.47,131,229.47,1
13011.0,1,50.550000000000004,180,50.550000000000004,1
13012.0,3,707.39,21,235.79666666666665,0
13013.0,4,2372.29,20,593.0725,0
13014.0,3,1328.03,28,442.6766666666667,0
13015.0,4,1763.04,5,440.76,1
13018.0,11,3673.96,4,333.99636363636364,0
13021.0,3,765.0,23,255.0,0
13026.0,2,243.72000000000003,28,121.86000000000001,1
13027.0,3,3840.0,41,1280.0,0
13029.0,1,382.5,161,382.5,0
13030.0,1,427.74,176,427.74,1
13033.0,1,190.55,165,190.55,1
13034.0,1,165.86,177,165.86,1
13035.0,1,333.0,68,333.0,1
13037.0,2,577.32,27,288.66,0
13038.0,1,395.1,98,395.1,0
13043.0,1,516.42,81,516.42,1
13044.0,1,560.47,99,560.47,1
13046.0,1,197.72,74,197.72,1
13047.0,6,1671.68,27,278.61333333333334,0
13048.0,2,939.92,46,469.96,0
13049.0,1,153.78000000000003,126,153.78000000000003,1
13050.0,9,2873.96,12,319.3288888888889,0
13052.0,1,348.15000000000003,20,348.15000000000003,1
13055.0,1,344.86,21,344.86,1
13059.0,1,183.4,57,183.4,1
13060.0,1,307.53000000000003,61,307.53000000000003,1
13064.0,1,203.3,135,203.3,0
13065.0,1,205.86,181,205.86,1
13068.0,1,165.0,127,165.0,1
13069.0,13,2531.54,6,194.73384615384614,0
13070.0,1,228.8,0,228.8,1
13072.0,1,177.15,74,177.15,1
13077.0,3,577.44,98,192.48000000000002,1
13078.0,10,4467.16,8,446.716,0
13081.0,7,14463.51,25,2066.2157142857145,0
13082.0,5,1960.18,43,392.036,0
13085.0,1,278.1,103,278.1,0
13089.0,51,27939.94,7,547.8419607843138,0
13090.0,7,3111.6,46,444.5142857142857,0
13092.0,4,439.75,19,109.9375,1
13093.0,8,7832.47,83,979.05875,1
13094.0,7,940.44,13,134.34857142857143,0
13097.0,5,3004.26,41,600.8520000000001,0
13098.0,8,7203.61,6,900.45125,0
13101.0,1,101.19,42,101.19,1
13102.0,15,3769.16,6,251.27733333333333,0
13104.0,2,213.72,75,106.86,0
13107.0,1,566.84,141,566.84,0
13108.0,1,350.06,180,350.06,1
13110.0,3,732.49,65,244.16333333333333,0
13113.0,16,8856.16,0,553.51,0
13117.0,6,751.37,25,125.22833333333334,0
13118.0,3,799.7,16,266.56666666666666,1
13120.0,1,30.6,46,30.6,1
13121.0,1,283.73,77,283.73,1
13122.0,1,903.6700000000001,48,903.6700000000001,1
13124.0,2,2574.12,60,1287.06,1
13126.0,5,1077.42,61,215.484,1
13132.0,1,77.3,69,77.3,1
13133.0,2,109.8,81,54.9,1
13134.0,2,525.7,42,262.85,0
13135.0,1,3096.0,4,3096.0,1
13136.0,1,574.46,20,574.46,0
13137.0,2,863.84,60,431.92,0
13138.0,2,386.85,48,193.425,0
13139.0,2,1170.02,23,585.01,0
13140.0,1,159.51,174,159.51,0
13141.0,4,1401.03,22,350.2575,1
13144.0,1,110.95,140,110.95,1
13145.0,1,295.0,180,295.0,0
13148.0,6,1798.33,40,299.72166666666664,0
13149.0,1,376.74,97,376.74,0
13151.0,1,1257.8700000000001,103,1257.8700000000001,1
13155.0,2,569.2,134,284.6,1
13157.0,2,497.94,49,248.97,0
13158.0,1,256.40999999999997,126,256.40999999999997,0
13161.0,1,112.75,121,112.75,1
13162.0,2,1301.69,41,650.845,0
13165.0,1,354.64,159,354.64,1
13166.0,1,417.2,91,417.2,1
13168.0,3,972.66,7,324.21999999999997,1
13169.0,1,505.2,60,505.2,1
13171.0,1,140.35,107,140.35,1
13173.0,1,165.94,175,165.94,1
13174.0,2,2108.27,124,1054.135,1
13178.0,5,2719.2000000000003,11,543.84,0
13183.0,3,1527.0800000000002,16,509.0266666666667,0
13184.0,4,746.31,35,186.5775,0
13185.0,1,71.4,75,71.4,1
13187.0,1,236.02,145,236.02,1
13192.0,1,464.32,13,464.32,1
13196.0,1,512.13,70,512.13,1
13198.0,3,2087.75,57,695.9166666666666,0
13199.0,16,3740.16,5,233.76,0
13203.0,1,165.71,50,165.71,0
13208.0,3,700.21,14,233.40333333333334,0
13209.0,3,2362.44,35,787.48,0
13211.0,1,110.7,169,110.7,1
13213.0,2,415.28000000000003,7,207.64000000000001,0
13216.0,1,333.74,75,333.74,1
13220.0,2,559.69,27,279.845,0
13221.0,2,847.41,48,423.705,1
13223.0,2,163.2,8,81.6,1
13225.0,4,3741.88,4,935.47,0
13226.0,1,108.21000000000001,81,108.21000000000001,1
13227.0,1,257.7,9,257.7,1
13229.0,1,160.95,33,160.95,1
13230.0,9,1799.48,9,199.94222222222223,0
13232.0,3,691.9,4,230.63333333333333,0
13233.0,1,304.24,144,304.24,1
13235.0,1,1031.07,20,1031.07,1
13238.0,1,91.15,168,91.15,0
13239.0,1,329.56,69,329.56,1
13240.0,2,442.41,65,221.205,0
13242.0,2,104.0,21,52.0,0
13243.0,1,600.07,11,600.07,1
13246.0,4,1648.52,14,412.13,0
13249.0,1,291.84,69,291.84,1
13253.0,1,476.48,147,476.48,0
13255.0,1,225.7,181,225.7,1
13258.0,1,224.62,13,224.62,1
13261.0,2,944.1,76,472.05,1
13262.0,1,200.29,71,200.29,1
13263.0,14,3290.75,6,235.05357142857142,0
13265.0,2,1124.88,53,562.44,0
13266.0,5,1510.57,11,302.114,0
13267.0,11,2210.14,7,200.92181818181817,0
13268.0,5,1837.78,6,367.556,0
13269.0,5,2048.23,26,409.646,0
13270.0,1,590.0,174,590.0,1
13280.0,2,699.36,124,349.68,0
13282.0,1,344.70000000000005,28,344.70000000000005,0
13284.0,1,201.19,138,201.19,1
13285.0,2,1173.27,34,586.635,0
13292.0,1,249.57,92,249.57,1
13294.0,1,483.65,57,483.65,0
13295.0,1,201.20000000000002,167,201.20000000000002,1
13299.0,1,142.5,76,142.5,1
13301.0,2,327.77,30,163.885,0
13304.0,1,300.42,159,300.42,1
13305.0,4,640.25,53,160.0625,0
13308.0,1,814.95,11,814.95,1
13309.0,2,546.64,14,273.32,1
13310.0,2,817.65,14,408.825,1
13313.0,2,609.74,23,304.87,0
13316.0,1,1622.48,62,1622.48,0
13317.0,5,1313.98,6,262.796,1
13319.0,11,4527.84,15,411.6218181818182,0
13320.0,2,508.61,21,254.305,0
13324.0,7,3798.99,11,542.7128571428572,1
13327.0,4,1421.95,67,355.4875,0
13328.0,1,1308.48,124,1308.48,1
13329.0,1,304.2,174,304.2,1
13330.0,1,335.82,123,335.82,0
13334.0,1,1660.44,113,1660.44,0
13339.0,1,860.12,8,860.12,1
13340.0,1,3678.0299999999997,84,3678.0299999999997,0
13341.0,1,775.85,68,775.85,1
13344.0,1,1656.15,85,1656.15,1
13345.0,1,389.5,95,389.5,1
13357.0,1,609.95,65,609.95,1
13358.0,1,439.03000000000003,76,439.03000000000003,1
13362.0,2,1581.53,53,790.765,1
13365.0,1,700.6,25,700.6,1
13368.0,2,623.4,64,311.7,1
13369.0,1,308.28000000000003,173,308.28000000000003,1
13370.0,1,754.87,179,754.87,1
13373.0,1,987.7,84,987.7,0
13376.0,2,770.0,11,385.0,1
13381.0,2,1071.35,15,535.675,0
13382.0,1,222.99,88,222.99,1
13385.0,1,534.57,137,534.57,1
13389.0,1,257.89,40,257.89,1
13391.0,1,59.8,11,59.8,1
13394.0,3,935.33,22,311.7766666666667,0
13396.0,1,387.27000000000004,127,387.27000000000004,1
13397.0,2,601.77,102,300.885,0
13398.0,1,457.34000000000003,0,457.34000000000003,1
13402.0,1,308.28000000000003,180,308.28000000000003,0
13404.0,1,217.81,20,217.81,1
13405.0,2,557.45,12,278.725,1
13408.0,25,11107.11,15,444.2844,0
13410.0,2,404.64,71,202.32,0
13414.0,1,390.0,104,390.0,0
13417.0,1,236.0,13,236.0,1
13418.0,9,3340.6,12,371.17777777777775,0
13421.0,1,825.04,98,825.04,1
13425.0,1,401.57,102,401.57,0
13426.0,4,1285.02,46,321.255,0
13427.0,1,214.5,23,214.5,0
13439.0,1,283.71,63,283.71,1
13448.0,4,1423.26,26,355.815,1
13450.0,2,678.54,12,339.27,0
13451.0,3,1652.3799999999999,19,550.7933333333333,0
13452.0,2,590.0,67,295.0,1
13453.0,1,185.0,97,185.0,0
13455.0,1,692.94,174,692.94,1
13456.0,1,207.66,15,207.66,0
13458.0,6,5629.62,22,938.27,0
13462.0,1,151.5,60,151.5,1
13468.0,21,3591.12,9,171.00571428571428,0
13473.0,1,241.26,140,241.26,1
13474.0,1,229.59,44,229.59,1
13475.0,3,1278.48,25,426.16,0
13476.0,1,727.6,89,727.6,0
13477.0,2,516.03,19,258.015,0
13479.0,2,300.95,8,150.475,1
13481.0,2,978.99,0,489.495,0
13482.0,1,184.64000000000001,40,184.64000000000001,1
13484.0,1,313.8,49,313.8,1
13485.0,1,454.24,41,454.24,1
13487.0,2,408.8,21,204.4,1
13488.0,6,5530.43,4,921.7383333333333,0
13489.0,2,235.68,97,117.84,0
13491.0,8,1031.63,55,128.95375,0
13492.0,1,315.3,22,315.3,0
13493.0,2,618.63,83,309.315,1
13494.0,1,316.26000000000005,119,316.26000000000005,1
13495.0,3,1072.43,40,357.4766666666667,1
13496.0,1,501.01,167,501.01,1
13497.0,2,348.05,90,174.025,1
13499.0,2,463.79,33,231.895,1
13501.0,1,1340.32,96,1340.32,1
13502.0,2,189.16000000000003,82,94.58000000000001,1
13505.0,2,1916.0900000000001,0,958.0450000000001,0
13506.0,2,458.52,124,229.26,1
13508.0,1,110.97,51,110.97,1
13509.0,3,650.02,62,216.67333333333332,0
13512.0,1,251.21,68,251.21,1
13515.0,1,203.4,55,203.4,0
13516.0,1,146.0,46,146.0,1
13520.0,3,1479.3,67,493.09999999999997,0
13523.0,3,2369.24,7,789.7466666666666,1
13524.0,1,159.20000000000002,27,159.20000000000002,0
13525.0,1,282.88,56,282.88,1
13527.0,2,585.64,9,292.82,0
13529.0,1,181.1,12,181.1,1
13531.0,2,483.8,13,241.9,1
13533.0,2,146.64,75,73.32,0
13534.0,16,2648.8,7,165.55,0
13538.0,2,504.3,82,252.15,0
13539.0,2,315.65,48,157.825,1
13544.0,1,122.91,48,122.91,1
13546.0,1,188.16,8,188.16,1
13548.0,1,281.01,51,281.01,1
13549.0,3,512.5500000000001,0,170.85000000000002,0
13551.0,1,91.80000000000001,127,91.80000000000001,1
13552.0,5,1861.29,13,372.258,0
13555.0,2,1590.05,9,795.025,1
13557.0,1,240.68,88,240.68,1
13561.0,1,141.85999999999999,23,141.85999999999999,1
13562.0,1,603.27,53,603.27,0
13564.0,2,1198.38,162,599.19,0
13565.0,1,110.17999999999999,142,110.17999999999999,1
13569.0,1,118.32,175,118.32,1
13570.0,1,239.49,51,239.49,1
13571.0,3,392.6,0,130.86666666666667,0
13572.0,1,1384.25,13,1384.25,1
13573.0,1,31.770000000000003,61,31.770000000000003,1
13576.0,7,2746.4,27,392.34285714285716,0
13577.0,1,356.75,49,356.75,0
13579.0,1,164.7,177,164.7,1
13581.0,1,118.0,117,118.0,1
13584.0,1,142.4,114,142.4,1
13588.0,1,113.30000000000001,63,113.30000000000001,0
13590.0,3,912.03,7,304.01,0
13591.0,2,776.23,12,388.115,1
13592.0,3,205.51,13,68.50333333333333,1
13593.0,3,1022.95,71,340.98333333333335,0
13599.0,7,2005.66,6,286.52285714285716,0
13600.0,1,219.52,120,219.52,1
13601.0,1,373.2,19,373.2,1
13606.0,2,250.42,51,125.21,1
13610.0,2,349.72,51,174.86,0
13611.0,1,303.15000000000003,167,303.15000000000003,0
13614.0,1,205.75,138,205.75,0
13615.0,1,417.69,126,417.69,1
13623.0,4,551.92,18,137.98,1
13626.0,1,257.23,60,257.23,1
13627.0,2,605.92,12,302.96,0
13629.0,4,2888.0,18,722.0,0
13630.0,2,730.9200000000001,53,365.46000000000004,0
13631.0,4,1330.0,9,332.5,0
13632.0,2,613.03,41,306.515,0
13634.0,2,625.41,50,312.705,0
13636.0,3,541.45,60,180.48333333333335,0
13637.0,1,422.6,34,422.6,0
13642.0,1,354.8,23,354.8,1
13647.0,1,424.64,42,424.64,0
13649.0,2,346.6,64,173.3,1
13650.0,2,745.5200000000001,15,372.76000000000005,1
13652.0,2,638.24,64,319.12,1
13654.0,3,1172.84,9,390.94666666666666,0
13655.0,1,383.65,49,383.65,0
13656.0,1,162.70000000000002,145,162.70000000000002,0
13657.0,1,152.34,9,152.34,1
13658.0,1,933.3,12,933.3,1
13659.0,2,1573.2,13,786.6,1
13662.0,2,532.94,20,266.47,1
13666.0,2,64.05,95,32.025,1
13668.0,11,3758.07,9,341.6427272727273,0
13672.0,2,186.39000000000001,109,93.19500000000001,1
13675.0,1,308.44,92,308.44,0
13680.0,2,2391.59,145,1195.795,1
13684.0,1,67.23,93,67.23,1
13692.0,2,871.58,21,435.79,1
13694.0,26,28199.35,0,1084.5903846153847,0
13695.0,4,285.48,21,71.37,0
13700.0,5,943.66,48,188.732,0
13703.0,1,99.5,126,99.5,1
13705.0,1,318.14,181,318.14,0
13706.0,1,330.79,110,330.79,1
13707.0,2,806.41,75,403.205,1
13708.0,1,296.88,79,296.88,1
13709.0,1,474.7,123,474.7,0
13711.0,2,252.06,26,126.03,1
13712.0,1,228.84,54,228.84,1
13715.0,5,1079.34,89,215.868,1
13716.0,1,138.28,77,138.28,1
13717.0,2,570.59,48,285.295,0
13718.0,2,306.55,54,153.275,1
13719.0,2,338.74,13,169.37,1
13720.0,2,432.1,46,216.05,0
13722.0,1,1463.47,90,1463.47,0
13723.0,1,199.85000000000002,25,199.85000000000002,1
13725.0,6,1751.6,33,291.93333333333334,0
13728.0,3,493.93,6,164.64333333333335,0
13731.0,2,610.59,27,305.295,1
13735.0,1,935.15,42,935.15,0
13736.0,1,357.53,68,357.53,1
13737.0,1,339.6,8,339.6,1
13740.0,1,350.75,48,350.75,1
13741.0,1,162.96,25,162.96,0
13742.0,5,1642.48,21,328.496,0
13743.0,2,353.16,25,176.58,0
13744.0,1,893.16,100,893.16,1
13747.0,1,79.6,181,79.6,1
13748.0,3,580.85,40,193.61666666666667,1
13750.0,2,688.8,104,344.4,0
13751.0,1,296.25,96,296.25,1
13752.0,3,724.67,16,241.55666666666664,0
13753.0,1,741.26,95,741.26,1
13754.0,1,156.0,125,156.0,0
13756.0,4,1403.6100000000001,13,350.90250000000003,0
13758.0,5,2351.52,9,470.304,1
13760.0,1,135.09,64,135.09,1
13762.0,1,306.72,26,306.72,1
13764.0,1,499.89,145,499.89,0
13767.0,22,7241.29,11,329.14954545454543,0
13769.0,5,1448.01,15,289.602,0
13771.0,2,1464.8500000000001,7,732.4250000000001,1
13772.0,1,228.42,47,228.42,1
13777.0,19,9916.65,15,521.9289473684211,0
13781.0,1,127.84,58,127.84,1
