transaction_id,customer_id,purchase_date,subtotal,discount_used,discount_percent,total_spent
446,37,2025-05-25,56.39,1,0.21,44.39
447,37,2025-06-06,46.82,1,0.29,33.46
448,37,2025-06-18,60.11,0,0.0,60.11
449,37,2025-09-05,96.53,0,0.0,96.53
450,37,2025-11-13,80.33,1,0.18,66.27
451,37,2025-12-07,59.32,1,0.4,35.65
452,37,2026-03-09,20.59,0,0.0,20.59
453,37,2026-03-11,113.08,0,0.0,113.08
454,37,2026-04-08,80.54,1,0.26,59.56
455,37,2026-04-25,105.65,1,0.3,74.02
456,37,2026-05-17,75.19,1,0.19,61.24
457,38,2026-02-16,86.99,1,0.26,64.15
458,38,2026-07-21,38.29,1,0.27,28.02
459,39,2025-11-25,43.83,0,0.0,43.83
460,39,2026-01-05,81.82,0,0.0,81.82
461,39,2026-01-20,40.21,1,0.31,27.86
462,39,2026-03-08,68.86,0,0.0,68.86
463,39,2026-04-02,42.15,0,0.0,42.15
464,39,2026-04-20,67.27,0,0.0,67.27
465,39,2026-04-24,82.94,0,0.0,82.94
466,39,2026-04-26,88.86,1,0.27,64.45
467,39,2026-04-29,51.74,0,0.0,51.74
468,39,2026-05-09,66.88,0,0.0,66.88
469,39,2026-05-13,78.35,1,0.31,54.22
470,39,2026-05-29,46.87,0,0.0,46.87
471,39,2026-05-31,88.44,0,0.0,88.44
472,39,2026-07-03,62.24,0,0.0,62.24
473,41,2026-03-14,20.42,1,0.13,17.69
474,41,2026-04-07,61.05,0,0.0,61.05
475,41,2026-04-09,85.64,1,0.3,60.32
476,41,2026-04-19,36.36,1,0.27,26.6
477,41,2026-04-27,76.37,1,0.22,59.6
478,41,2026-04-29,42.45,1,0.26,31.58
479,41,2026-05-17,15.15,0,0.0,15.15
480,41,2026-05-29,45.46,0,0.0,45.46
481,41,2026-06-06,46.37,0,0.0,46.37
482,41,2026-06-09,58.13,1,0.26,43.0
483,42,2025-12-19,63.4,0,0.0,63.4
484,42,2026-01-25,81.08,1,0.34,53.26
485,42,2026-02-10,140.9,0,0.0,140.9
486,42,2026-06-01,69.21,0,0.0,69.21
487,42,2026-06-12,43.61,0,0.0,43.61
488,43,2024-12-30,54.9,0,0.0,54.9
489,43,2025-01-18,47.47,1,0.34,31.28
490,43,2025-02-06,51.7,0,0.0,51.7
491,43,2025-04-30,76.27,0,0.0,76.27
492,43,2025-06-12,62.65,1,0.36,40.05
493,43,2026-03-20,52.25,1,0.35,34.22
494,43,2026-04-22,60.01,1,0.14,51.91
495,43,2026-05-08,39.07,0,0.0,39.07
496,43,2026-06-14,57.37,1,0.18,47.05
497,44,2025-01-05,110.13,0,0.0,110.13
498,44,2025-01-29,55.56,1,0.23,42.84
499,44,2025-02-22,29.58,0,0.0,29.58
500,44,2025-02-26,36.65,1,0.2,29.34
501,44,2025-04-17,75.26,1,0.34,49.3
502,44,2025-04-21,80.53,0,0.0,80.53
503,44,2025-05-19,54.42,0,0.0,54.42
504,44,2025-06-09,116.81,0,0.0,116.81
505,44,2025-06-13,105.67,0,0.0,105.67
506,44,2025-07-27,44.76,0,0.0,44.76
507,44,2025-10-17,27.21,0,0.0,27.21
508,44,2025-12-01,86.67,0,0.0,86.67
509,44,2026-01-07,48.1,1,0.15,41.1
510,44,2026-01-29,75.0,0,0.0,75.0
511,44,2026-02-14,26.57,0,0.0,26.57
512,44,2026-02-20,57.08,1,0.3,39.88
513,44,2026-03-09,110.05,0,0.0,110.05
514,44,2026-04-02,79.69,0,0.0,79.69
515,44,2026-04-21,97.86,0,0.0,97.86
516,44,2026-05-12,84.59,1,0.22,65.6
517,44,2026-06-03,74.47,0,0.0,74.47
518,44,2026-08-23,91.68,1,0.39,56.12
519,45,2025-01-27,53.85,0,0.0,53.85
520,45,2025-02-14,83.14,0,0.0,83.14
521,45,2025-04-03,89.89,1,0.17,75.06
522,45,2025-04-26,107.98,1,0.4,64.91
523,45,2025-04-27,48.97,1,0.33,32.57
524,45,2025-05-19,112.41,0,0.0,112.41
525,45,2025-11-09,73.23,0,0.0,73.23
526,45,2025-11-13,30.33,1,0.28,21.91
527,45,2026-01-11,71.53,0,0.0,71.53
528,45,2026-02-03,85.29,1,0.27,62.07
529,45,2026-03-20,106.87,0,0.0,106.87
530,45,2026-04-01,10.07,1,0.14,8.69
531,45,2026-05-07,89.46,1,0.37,56.29
532,45,2026-05-23,54.36,1,0.25,40.57
533,45,2026-05-25,88.5,1,0.19,71.83
534,46,2026-03-28,88.22,1,0.37,55.55
535,46,2026-04-29,22.55,0,0.0,22.55
536,46,2026-05-09,10.0,0,0.0,10.0
537,46,2026-05-16,140.46,1,0.2,111.79
538,46,2026-06-14,66.45,0,0.0,66.45
539,46,2026-06-19,61.97,0,0.0,61.97
540,46,2026-08-30,44.99,0,0.0,44.99
541,46,2026-09-02,82.14,0,0.0,82.14
542,47,2025-08-20,189.42,0,0.0,189.42
543,47,2025-09-05,80.17,0,0.0,80.17
544,47,2025-10-11,111.23,0,0.0,111.23
545,47,2025-11-28,173.41,0,0.0,173.41
546,47,2025-12-03,151.47,0,0.0,151.47
547,47,2025-12-21,117.5,0,0.0,117.5
548,47,2025-12-28,143.02,1,0.26,105.68
549,47,2025-12-31,43.71,0,0.0,43.71
550,47,2026-01-06,183.77,0,0.0,183.77
551,47,2026-01-23,140.79,0,0.0,140.79
552,47,2026-01-31,116.9,0,0.0,116.9
553,47,2026-02-28,220.23,0,0.0,220.23
554,47,2026-04-09,166.94,0,0.0,166.94
555,47,2026-04-23,131.34,0,0.0,131.34
556,47,2026-05-03,160.48,0,0.0,160.48
