customer_id,segment,signup_date,email_signup
109,casual,2026-03-14,0
110,other,2026-09-01,0
111,dedicated,2026-05-04,1
112,other,2026-05-03,0
113,other,2025-08-19,0
114,casual,2026-01-15,0
115,dedicated,2025-03-04,1
116,other,2025-09-04,0
117,casual,2025-02-15,1
118,casual,2024-10-20,0
119,dedicated,2026-06-18,1
120,other,2026-05-11,1
121,other,2025-10-08,0
122,casual,2024-10-11,1
123,other,2024-12-05,0
124,casual,2024-12-21,0
125,casual,2026-03-08,1
126,casual,2025-02-26,0
127,casual,2025-04-01,1
128,casual,2026-06-21,0
129,casual,2026-07-02,0
130,other,2026-04-11,1
131,casual,2025-05-14,0
132,casual,2025-11-28,0
133,other,2025-02-24,0
134,dedicated,2026-06-19,1
135,casual,2024-12-01,0
136,other,2026-03-28,0
137,dedicated,2025-10-09,1
138,dedicated,2026-04-06,1
139,dedicated,2025-08-26,0
140,dedicated,2025-01-24,1
141,casual,2026-04-02,0
142,casual,2026-01-04,1
143,other,2025-09-05,0
144,casual,2025-06-30,0
145,casual,2025-06-08,1
146,casual,2025-09-17,1
147,casual,2025-04-10,1
148,other,2025-04-25,0
149,other,2025-04-22,0
150,dedicated,2024-10-10,1
151,dedicated,2026-08-09,1
152,casual,2025-03-22,1
153,casual,2025-01-29,1
154,casual,2025-01-19,1
155,other,2026-09-22,1
156,other,2025-09-14,0
157,dedicated,2025-05-27,0
158,other,2025-07-22,0
159,casual,2024-12-04,0
160,other,2025-05-17,0
161,casual,2025-03-31,1
162,other,2026-05-10,0
163,dedicated,2024-11-12,0
164,other,2025-08-07,0
165,casual,2026-04-30,0
166,casual,2026-06-01,0
167,other,2025-10-10,0
168,other,2025-03-12,0
169,casual,2025-06-04,0
170,other,2025-03-12,0
171,other,2026-01-27,0
172,casual,2025-05-02,0
173,casual,2026-01-04,1
174,other,2026-01-22,0
175,casual,2026-08-18,0
176,casual,2025-06-28,0
177,casual,2026-09-02,1
178,other,2025-07-20,0
179,other,2026-02-09,0
180,other,2026-01-26,1
181,casual,2026-05-21,0
182,dedicated,2025-09-08,1
183,casual,2026-05-02,1
184,other,2025-06-17,1
185,casual,2025-09-24,0
186,other,2025-09-30,0
187,casual,2026-02-27,0
188,casual,2025-12-26,1
189,dedicated,2024-11-27,0
190,other,2026-05-14,0
191,casual,2026-04-07,1
192,casual,2024-12-16,1
193,other,2026-09-03,0
194,other,2026-01-26,0
195,other,2024-12-02,0
196,dedicated,2025-09-24,1
197,casual,2026-06-03,0
198,casual,2025-04-23,0
199,casual,2026-08-13,0
200,dedicated,2025-08-02,0
201,casual,2025-03-15,1
202,casual,2025-06-18,0
203,dedicated,2025-10-19,1
204,other,2026-02-15,1
205,other,2026-08-09,0
206,casual,2025-02-20,1
207,other,2026-09-01,1
208,casual,2025-10-21,0
209,dedicated,2025-01-02,1
210,dedicated,2026-08-08,1
211,dedicated,2025-06-12,1
212,casual,2025-12-28,0
213,other,2026-02-22,0
214,other,2024-10-10,1
215,dedicated,2025-03-11,1
216,other,2026-02-14,0
217,casual,2025-05-26,1
218,casual,2024-10-07,1
219,casual,2024-10-18,1
220,casual,2026-05-27,0
221,casual,2025-01-21,1
222,other,2024-12-13,0
223,dedicated,2025-11-15,0
224,dedicated,2024-12-26,1
225,other,2026-01-20,0
226,dedicated,2025-11-02,1
227,other,2026-01-17,1
228,casual,2025-09-24,0
229,dedicated,2026-04-22,1
230,other,2026-01-14,0
231,other,2025-07-31,0
232,dedicated,2024-10-12,1
233,other,2025-04-18,0
234,casual,2025-01-04,1
235,other,2024-10-12,0
236,casual,2025-04-18,0
237,dedicated,2025-02-28,1
238,other,2024-11-26,0
239,casual,2025-05-17,0
240,casual,2025-10-05,0
241,dedicated,2025-02-08,1
242,casual,2025-04-18,1
243,casual,2024-10-15,1
244,casual,2024-11-06,1
245,casual,2025-01-23,0
246,other,2025-08-27,1
247,dedicated,2026-01-30,1
248,casual,2026-04-29,1
249,other,2026-01-03,1
250,casual,2025-12-25,0
251,dedicated,2026-08-15,1
252,casual,2025-04-05,1
253,casual,2026-05-06,0
254,casual,2026-08-15,1
255,casual,2025-11-19,0
256,dedicated,2026-06-06,1
257,other,2025-01-09,0
258,other,2026-07-04,0
259,casual,2025-11-16,0
260,dedicated,2025-03-11,0
261,casual,2024-11-14,1
262,other,2026-03-10,1
263,casual,2025-08-11,0
264,casual,2025-05-15,0
265,casual,2025-07-12,0
266,other,2026-09-24,0
267,casual,2025-08-09,1
268,casual,2024-11-27,1
269,casual,2025-04-23,0
270,other,2025-01-15,0
271,other,2026-02-13,0
272,dedicated,2026-05-08,1
273,casual,2026-06-06,0
274,casual,2026-01-06,0
275,casual,2026-04-15,0
276,dedicated,2025-08-01,1
277,other,2026-01-02,1
278,casual,2024-12-18,0
279,dedicated,2025-10-28,1
280,casual,2025-11-11,1
281,other,2024-10-23,0
282,casual,2025-11-05,0
283,other,2026-03-12,1
284,other,2025-06-26,0
285,casual,2025-11-02,0
286,other,2025-04-27,0
287,dedicated,2025-04-16,1
288,casual,2025-01-03,0
289,casual,2025-05-28,0
290,casual,2026-05-10,0
291,other,2026-08-14,1
292,other,2026-01-08,1
293,other,2025-12-30,0
294,other,2025-12-23,0
295,dedicated,2025-09-13,1
296,casual,2025-08-05,1
297,casual,2025-12-28,0
298,casual,2026-04-26,0
299,casual,2025-07-30,0
300,other,2025-11-18,0
301,casual,2025-09-09,0
302,other,2025-04-27,0
303,casual,2025-04-30,1
304,dedicated,2024-11-27,1
305,casual,2025-08-18,1
306,casual,2026-03-05,0
307,other,2026-02-13,0
308,other,2026-09-20,0
309,other,2024-10-30,0
310,casual,2026-04-09,1
311,dedicated,2026-05-04,0
312,casual,2025-08-15,1
313,other,2025-04-25,0
314,other,2025-06-18,0
315,casual,2026-02-11,1
316,dedicated,2026-06-22,1
317,casual,2026-01-13,0
318,other,2025-10-11,0
319,other,2026-01-20,0
320,dedicated,2024-11-21,0
321,casual,2025-12-18,0
322,dedicated,2024-10-31,1
323,other,2026-09-01,0
324,casual,2026-07-12,1
325,casual,2025-10-07,0
326,casual,2025-07-01,0
327,other,2026-03-19,0
328,casual,2026-01-09,1
329,dedicated,2026-02-27,1
330,casual,2025-10-12,0
331,other,2025-03-22,1
332,casual,2024-11-23,0
333,other,2025-04-25,0
334,other,2025-10-22,0
335,casual,2025-08-06,1
336,casual,2025-10-05,1
337,other,2025-04-21,0
338,dedicated,2026-08-16,1
339,other,2025-06-25,1
340,casual,2026-06-10,1
341,dedicated,2025-07-13,1
342,casual,2025-08-20,0
343,dedicated,2025-12-15,1
344,other,2025-04-11,1
345,casual,2025-03-10,0
346,casual,2025-07-04,1
347,other,2026-05-11,0
348,casual,2025-01-14,0
349,casual,2025-08-16,0
350,dedicated,2026-02-03,1
351,dedicated,2026-02-28,1
352,casual,2025-08-14,1
353,dedicated,2024-11-29,1
354,casual,2024-10-12,0
355,other,2025-09-09,0
356,casual,2026-05-15,0
357,casual,2024-10-21,0
358,casual,2026-07-10,1
359,other,2026-02-06,0
360,dedicated,2024-10-06,1
361,dedicated,2025-06-08,1
362,dedicated,2025-03-10,0
363,casual,2026-08-24,1
364,dedicated,2025-11-09,1
365,casual,2025-05-25,0
366,casual,2025-04-21,1
367,dedicated,2025-11-16,0
368,casual,2024-10-04,1
369,casual,2025-04-06,0
370,casual,2025-01-29,1
371,dedicated,2025-12-27,1
372,other,2026-02-01,0
373,casual,2025-09-06,0
374,casual,2025-01-11,1
375,dedicated,2025-06-28,0
376,casual,2026-06-08,1
377,casual,2025-02-26,0
378,casual,2025-01-28,1
379,casual,2024-12-21,1
380,casual,2026-05-20,0
381,other,2024-12-27,0
382,casual,2025-11-29,0
383,casual,2026-09-30,0
384,casual,2026-01-12,0
385,casual,2025-07-28,0
386,dedicated,2025-02-28,0
387,other,2024-10-02,0
388,dedicated,2025-01-22,1
389,casual,2026-08-27,0
390,casual,2025-01-13,0
391,other,2024-10-15,0
392,casual,2026-05-19,0
393,casual,2025-08-02,1
394,casual,2025-06-18,0
395,other,2026-03-08,0
396,other,2025-10-17,0
397,other,2026-07-30,0
398,dedicated,2025-09-07,1
399,casual,2026-03-05,0
400,dedicated,2026-07-04,1
401,casual,2025-09-04,0
402,dedicated,2025-04-26,1
403,casual,2026-09-12,1
404,casual,2025-03-15,0
405,casual,2024-10-29,0
406,casual,2025-11-27,0
407,casual,2026-09-21,1
408,other,2024-12-03,0
409,dedicated,2026-06-13,1
410,casual,2026-05-30,0
411,casual,2026-08-10,0
412,casual,2025-08-04,1
413,casual,2025-04-04,1
414,dedicated,2025-10-09,1
415,casual,2025-01-12,1
416,casual,2026-06-08,1
417,casual,2026-01-28,1
418,dedicated,2025-09-18,1
419,casual,2025-10-12,1
420,casual,2026-03-04,1
421,casual,2025-10-17,0
422,casual,2026-06-06,1
423,other,2026-08-06,0
424,other,2026-08-25,1
425,casual,2025-12-27,1
426,dedicated,2026-03-27,1
427,casual,2025-05-16,0
428,casual,2024-10-28,1
429,other,2025-07-20,0
430,casual,2026-06-29,1
431,other,2025-01-06,0
432,other,2025-11-03,1
433,dedicated,2025-02-18,1
434,casual,2025-08-10,0
435,casual,2025-01-13,1
436,other,2026-03-21,0
437,other,2026-05-15,0
438,casual,2026-04-07,1
439,other,2026-02-27,1
440,casual,2025-03-21,1
441,casual,2025-10-23,1
442,dedicated,2024-12-16,0
443,dedicated,2025-07-01,1
444,casual,2025-10-05,0
445,casual,2026-02-01,1
446,casual,2024-12-10,0
447,casual,2026-05-17,0
448,casual,2025-09-01,1
449,other,2026-07-06,0
450,casual,2025-10-21,0
451,casual,2025-11-04,0
452,dedicated,2026-02-18,1
453,dedicated,2026-05-22,1
454,casual,2025-01-24,0
455,other,2025-10-09,0
456,other,2024-10-22,0
457,other,2025-09-12,1
458,dedicated,2026-05-17,0
459,casual,2026-06-24,1
460,other,2025-04-25,0
461,casual,2025-07-10,0
462,dedicated,2025-11-07,1
463,casual,2025-07-17,1
464,casual,2025-02-07,1
465,casual,2025-05-11,0
466,casual,2025-07-22,1
467,casual,2025-10-14,0
468,dedicated,2026-08-04,0
469,dedicated,2025-11-02,1
470,casual,2025-07-10,0
471,dedicated,2026-01-26,1
472,dedicated,2026-04-18,1
473,dedicated,2025-08-11,1
474,casual,2025-09-23,0
475,casual,2025-03-09,0
476,casual,2026-06-24,1
477,dedicated,2026-06-25,1
478,casual,2025-02-05,0
479,other,2025-06-10,1
480,other,2025-04-17,0
481,casual,2026-08-05,1
482,casual,2024-11-17,0
483,casual,2025-03-01,0
484,dedicated,2025-05-18,1
485,dedicated,2025-11-13,1
486,other,2025-03-31,0
487,other,2025-10-27,0
488,casual,2026-03-30,1
489,other,2026-05-28,0
490,other,2024-12-12,0
491,casual,2025-01-10,0
492,other,2024-12-09,1
493,other,2026-07-27,0
494,other,2026-01-20,0
495,dedicated,2025-10-23,1
496,other,2026-05-01,0
497,casual,2025-12-02,0
498,casual,2025-03-21,0
499,casual,2025-10-08,0
500,other,2026-02-26,0
501,casual,2024-10-27,1
502,dedicated,2025-12-17,1
503,casual,2025-09-28,0
504,other,2024-11-20,0
505,other,2025-04-11,0
506,other,2025-08-24,0
507,casual,2025-06-08,0
508,other,2025-04-30,1
509,other,2026-01-17,0
510,casual,2025-07-23,0
511,other,2025-09-29,0
512,casual,2026-05-06,1
513,other,2024-12-08,0
514,casual,2025-06-20,1
515,casual,2024-11-23,0
516,casual,2026-08-08,0
517,casual,2025-02-13,1
518,dedicated,2026-05-22,1
519,other,2025-02-17,0
520,other,2025-05-25,1
521,casual,2025-12-19,0
522,casual,2026-05-30,0
523,casual,2025-02-07,1
524,casual,2025-03-05,0
525,other,2026-07-06,0
526,other,2025-05-24,1
527,casual,2025-03-03,1
528,other,2026-03-27,0
529,dedicated,2024-12-06,1
530,casual,2026-06-25,0
531,dedicated,2026-07-02,1
532,dedicated,2026-06-18,0
533,casual,2025-05-04,0
534,casual,2024-12-23,0
535,other,2025-08-07,0
536,other,2025-06-02,0
537,other,2026-09-01,0
538,casual,2026-01-05,1
539,other,2026-08-21,0
540,dedicated,2026-04-02,1
541,casual,2026-03-06,1
542,dedicated,2024-12-21,1
543,casual,2024-11-20,1
544,dedicated,2024-11-03,1
545,other,2025-12-08,0
546,casual,2025-02-25,0
547,other,2026-09-23,0
548,dedicated,2025-01-05,1
549,other,2026-08-23,0
550,other,2026-01-31,0
551,other,2024-12-17,1
552,dedicated,2024-11-12,0
553,dedicated,2025-07-17,1
554,other,2025-06-05,0
555,casual,2025-05-19,0
556,casual,2025-10-21,1
557,casual,2025-01-03,0
558,casual,2025-01-03,1
559,other,2026-02-20,1
560,casual,2026-09-23,1
561,other,2025-04-18,1
562,dedicated,2026-08-12,1
563,dedicated,2025-06-09,1
564,casual,2025-06-03,0
565,other,2024-12-05,0
566,other,2025-08-06,0
567,casual,2025-09-29,1
568,casual,2026-01-28,1
569,casual,2025-01-24,0
570,casual,2025-02-15,0
571,casual,2025-08-12,1
572,casual,2024-11-20,1
573,casual,2025-01-13,0
574,dedicated,2026-01-03,0
575,casual,2026-08-28,1
576,casual,2025-11-23,1
577,casual,2025-01-14,1
578,other,2026-09-24,0
579,other,2025-10-16,0
580,casual,2026-03-08,0
581,casual,2025-02-21,1
582,casual,2025-11-27,0
583,casual,2024-11-25,0
584,dedicated,2025-12-31,1
585,other,2025-02-25,0
586,dedicated,2026-07-26,1
587,other,2024-11-09,0
588,other,2026-01-20,0
589,other,2025-01-10,0
590,casual,2026-02-14,0
591,dedicated,2025-09-26,1
592,casual,2026-09-07,1
593,casual,2026-01-19,1
594,other,2025-06-29,0
595,other,2024-12-03,0
596,casual,2025-12-09,0
597,other,2025-08-18,0
598,casual,2024-11-08,1
599,other,2025-11-29,0
600,casual,2025-03-03,1
601,other,2025-03-20,0
602,casual,2024-10-07,0
603,dedicated,2025-06-29,1
604,dedicated,2025-03-09,1
605,other,2024-11-22,0
606,dedicated,2025-08-14,0
607,other,2025-03-10,0
608,other,2025-01-06,0
609,casual,2025-09-06,0
610,casual,2024-11-16,0
611,dedicated,2026-09-24,1
612,casual,2025-09-09,0
613,casual,2026-09-28,0
614,dedicated,2026-07-06,1
615,other,2026-09-16,0
616,casual,2025-11-01,1
617,other,2025-08-05,0
618,dedicated,2026-03-10,1
619,casual,2024-11-28,0
620,casual,2026-06-06,1
621,casual,2025-05-25,0
622,dedicated,2024-10-06,0
623,casual,2025-03-23,0
624,other,2025-03-26,0
625,other,2024-10-11,0
626,casual,2026-02-01,0
627,other,2024-12-09,1
628,dedicated,2026-06-11,1
629,casual,2025-08-27,1
630,other,2026-03-09,1
631,dedicated,2025-06-05,1
632,casual,2025-01-05,1
633,other,2025-02-09,0
634,casual,2026-01-15,1
635,casual,2026-03-07,1
636,other,2025-04-14,0
637,casual,2025-06-18,0
638,other,2026-08-21,0
639,other,2026-06-14,0
640,dedicated,2025-07-29,1
641,casual,2025-03-25,0
642,casual,2025-05-08,0
643,casual,2025-10-29,1
644,casual,2025-11-18,0
645,casual,2025-02-12,0
646,casual,2024-11-18,0
647,other,2025-09-27,0
648,casual,2026-05-06,0
649,casual,2025-01-20,1
650,other,2025-07-26,0
651,dedicated,2025-01-26,1
652,casual,2025-03-26,1
653,dedicated,2025-12-21,1
654,casual,2025-04-27,0
655,casual,2025-04-11,0
656,dedicated,2026-09-27,0
657,dedicated,2025-02-03,1
658,casual,2025-02-16,0
659,casual,2026-08-10,0
660,casual,2025-11-06,1
661,casual,2024-11-01,0
662,casual,2025-08-07,1
663,casual,2025-11-17,1
664,casual,2025-04-03,1
665,other,2025-11-05,1
666,other,2026-01-17,0
667,casual,2025-04-01,0
668,casual,2026-05-17,1
669,casual,2025-08-27,0
670,dedicated,2026-09-04,1
671,other,2024-12-04,1
672,other,2025-05-25,0
673,dedicated,2026-03-11,1
674,casual,2026-07-16,1
675,casual,2025-03-11,1
676,casual,2026-09-16,1
677,casual,2025-02-19,1
678,other,2025-07-31,0
679,other,2025-05-18,1
680,casual,2025-08-06,1
681,casual,2026-07-21,0
682,other,2026-03-19,0
683,other,2026-05-05,0
684,other,2025-04-04,1
685,casual,2026-08-23,0
686,other,2025-08-14,0
687,dedicated,2026-01-19,1
688,casual,2026-02-22,0
689,dedicated,2026-01-27,1
690,dedicated,2025-12-14,1
691,casual,2025-09-16,1
692,casual,2026-01-16,0
693,casual,2026-07-23,1
694,other,2025-07-12,0
695,casual,2025-10-08,0
696,casual,2025-02-09,1
697,casual,2025-06-17,1
698,other,2026-04-17,0
699,casual,2026-01-11,1
700,casual,2025-03-04,0
701,other,2025-11-03,0
702,casual,2026-05-16,0
703,casual,2024-12-30,1
704,casual,2024-11-15,1
705,other,2025-07-14,0
706,dedicated,2026-01-23,1
707,other,2025-05-17,0
708,dedicated,2026-05-23,1
709,casual,2026-06-11,1
710,dedicated,2025-10-24,1
711,other,2025-07-04,1
712,other,2024-10-31,1
713,other,2026-05-23,0
714,dedicated,2026-07-16,1
715,casual,2025-08-19,0
716,casual,2025-10-13,0
717,other,2026-04-04,0
718,casual,2026-02-20,0
719,other,2025-01-07,0
720,casual,2026-02-03,1
721,casual,2026-08-06,0
722,casual,2026-04-02,0
723,casual,2025-09-16,0
724,other,2025-10-17,0
725,casual,2025-04-08,0
726,casual,2026-01-26,1
727,casual,2025-03-26,0
728,other,2025-06-07,0
729,dedicated,2025-04-12,1
730,casual,2025-06-02,0
731,dedicated,2025-06-25,1
732,dedicated,2024-11-30,0
733,other,2026-03-08,0
734,casual,2025-08-18,0
735,casual,2026-08-25,1
736,dedicated,2025-02-10,1
737,other,2026-02-01,0
738,other,2025-02-08,0
739,other,2025-11-04,0
740,casual,2025-09-24,0
741,casual,2025-08-24,1
742,casual,2026-01-21,1
743,casual,2026-05-28,1
744,casual,2025-05-20,0
745,other,2026-06-13,0
746,dedicated,2025-02-12,0
747,casual,2025-05-02,1
748,casual,2025-05-15,0
749,other,2026-08-27,0
750,casual,2024-12-26,0
751,casual,2025-07-16,0
752,other,2025-08-06,0
753,other,2026-05-08,0
754,other,2025-09-20,0
755,casual,2026-09-06,1
756,other,2026-03-25,0
757,casual,2026-02-26,0
758,dedicated,2026-04-03,1
759,dedicated,2025-01-26,1
760,dedicated,2025-08-24,1
761,dedicated,2025-12-02,1
762,dedicated,2025-03-02,0
763,dedicated,2024-12-26,1
764,casual,2025-01-08,0
765,other,2026-04-30,0
766,other,2026-01-23,0
767,casual,2025-04-24,0
768,casual,2026-03-23,0
769,other,2026-02-20,1
770,dedicated,2026-05-20,1
771,other,2026-07-27,0
772,casual,2026-07-07,0
773,other,2025-02-10,0
774,dedicated,2026-04-15,1
775,casual,2025-07-14,1
776,dedicated,2025-07-22,0
777,dedicated,2026-01-16,1
778,casual,2025-12-14,1
779,other,2025-08-03,0
780,casual,2026-09-30,1
781,other,2025-02-05,1
782,other,2024-12-10,0
783,casual,2024-10-22,0
784,other,2026-05-18,1
785,casual,2025-07-24,0
786,other,2025-08-16,0
787,dedicated,2026-01-17,0
788,casual,2025-08-14,1
789,casual,2025-11-24,1
790,other,2024-11-12,0
791,other,2025-01-23,0
792,casual,2026-08-12,1
793,casual,2025-08-26,0
794,casual,2025-01-31,1
795,casual,2025-06-27,0
796,other,2025-06-02,0
797,casual,2025-04-19,0
798,casual,2025-05-03,0
799,casual,2026-03-17,1
800,casual,2024-12-17,0
801,casual,2025-05-15,1
802,casual,2025-09-07,0
803,casual,2025-10-30,0
804,other,2026-07-05,1
805,casual,2026-08-05,1
806,dedicated,2025-05-06,1
807,casual,2025-10-29,1
808,other,2024-10-17,0
809,casual,2025-12-25,0
810,other,2025-01-20,0
811,other,2024-11-23,0
812,other,2026-02-03,0
813,dedicated,2025-02-08,1
814,casual,2025-09-14,1
815,casual,2024-12-13,0
816,casual,2026-03-29,0
817,other,2026-04-12,0
818,casual,2025-11-24,0
819,casual,2026-06-03,0
820,casual,2025-08-15,0
821,casual,2025-02-14,0
822,other,2025-01-19,0
823,dedicated,2025-03-10,0
824,other,2025-02-24,1
825,dedicated,2025-05-24,1
826,casual,2025-03-06,0
827,casual,2025-12-06,1
828,casual,2025-01-17,0
829,other,2025-12-28,1
830,dedicated,2025-06-01,1
831,casual,2026-02-14,1
832,casual,2025-10-10,0
833,casual,2026-07-23,1
834,casual,2025-08-18,1
835,casual,2025-05-04,1
836,dedicated,2025-12-05,1
837,casual,2026-01-24,0
838,dedicated,2025-08-17,0
839,dedicated,2025-11-13,1
840,other,2025-09-09,0
841,casual,2025-05-12,1
842,casual,2025-05-17,0
843,other,2026-07-25,0
844,other,2026-02-05,0
845,other,2024-12-09,0
846,dedicated,2026-09-03,0
847,casual,2026-03-04,1
848,casual,2024-11-06,1
849,casual,2026-03-16,1
850,casual,2025-12-05,1
851,dedicated,2026-07-31,1
852,other,2025-09-23,0
853,casual,2025-10-14,1
854,casual,2025-05-18,0
855,dedicated,2025-05-23,0
856,dedicated,2025-12-26,0
857,other,2026-05-28,0
858,casual,2026-07-13,1
859,other,2026-04-16,1
860,casual,2025-12-20,1
861,casual,2025-10-01,0
862,other,2025-06-05,0
863,other,2026-04-14,0
864,casual,2025-05-21,1
865,other,2025-04-14,0
866,other,2026-06-26,0
867,casual,2025-12-05,0
868,casual,2025-06-16,1
869,casual,2026-06-24,1
870,casual,2026-09-03,1
871,casual,2025-05-21,1
872,other,2025-10-16,0
873,casual,2025-09-18,0
874,casual,2026-02-25,1
875,other,2026-08-26,0
876,dedicated,2025-11-05,1
877,casual,2026-05-06,1
878,casual,2025-12-09,1
879,dedicated,2026-07-10,1
880,dedicated,2025-07-23,1
881,other,2025-07-09,0
882,casual,2025-08-05,0
883,other,2026-09-28,0
884,other,2025-12-21,0
885,other,2025-01-20,0
886,dedicated,2024-10-30,1
887,casual,2025-10-14,0
888,casual,2026-05-12,1
889,other,2025-09-15,0
890,other,2025-11-13,0
891,other,2026-05-06,0
892,casual,2025-10-12,0
893,casual,2026-07-26,1
894,other,2026-01-09,0
895,casual,2026-03-18,1
896,casual,2026-04-24,0
897,dedicated,2026-01-01,0
898,other,2024-11-06,0
899,dedicated,2025-08-09,0
900,other,2025-01-12,1
901,dedicated,2025-10-08,1
902,dedicated,2025-01-13,0
903,casual,2025-10-07,0
904,dedicated,2025-06-09,1
905,casual,2024-10-15,1
906,casual,2024-12-31,1
907,other,2025-10-03,0
908,other,2024-11-27,0
909,casual,2026-06-17,0
910,dedicated,2026-04-07,0
911,casual,2026-03-02,0
912,casual,2025-02-03,1
913,casual,2026-05-04,0
914,other,2026-01-07,0
915,casual,2025-07-13,1
916,dedicated,2024-10-01,1
917,casual,2025-10-22,1
918,other,2026-05-05,0
919,other,2024-10-25,0
920,dedicated,2024-11-08,1
921,other,2025-07-07,0
922,casual,2025-10-09,1
923,casual,2025-09-12,0
924,dedicated,2025-08-08,1
925,casual,2025-04-05,1
926,dedicated,2024-11-13,1
927,casual,2024-10-23,0
928,other,2024-12-12,0
929,casual,2026-02-16,0
930,dedicated,2026-04-27,1
931,casual,2025-08-14,0
932,casual,2024-11-26,0
933,casual,2025-07-31,1
934,casual,2026-09-20,0
935,other,2025-04-01,1
936,other,2025-09-24,0
937,other,2025-10-28,0
938,casual,2025-05-29,1
939,dedicated,2025-08-16,0
940,other,2025-09-10,0
941,casual,2025-09-12,1
942,other,2026-03-08,0
943,other,2025-11-29,0
944,other,2024-11-08,0
945,other,2024-10-05,0
946,casual,2025-07-27,1
947,other,2026-07-25,0
948,casual,2024-10-27,0
949,other,2024-11-21,1
950,casual,2026-02-08,1
951,other,2025-08-26,0
952,dedicated,2025-03-18,1
953,casual,2025-03-01,1
954,casual,2026-01-29,1
955,other,2025-10-18,0
956,other,2026-01-09,1
957,dedicated,2025-04-23,1
958,casual,2025-10-20,0
959,casual,2026-06-20,0
960,casual,2025-05-20,1
961,other,2025-07-17,0
962,casual,2025-01-28,0
963,other,2026-01-10,0
964,dedicated,2024-10-24,0
965,dedicated,2025-03-31,1
966,other,2026-03-05,0
967,dedicated,2024-10-15,1
968,casual,2026-09-23,0
969,other,2025-07-23,0
970,other,2025-07-19,0
971,other,2025-10-27,0
972,casual,2026-01-10,0
973,casual,2025-09-01,0
974,casual,2026-07-08,0
975,casual,2026-09-03,1
976,dedicated,2025-02-24,1
977,casual,2026-02-28,0
978,casual,2025-05-08,1
979,other,2026-09-27,0
980,casual,2025-04-03,0
981,casual,2025-05-04,0
982,casual,2026-03-06,1
983,casual,2026-04-30,0
984,casual,2025-01-02,1
985,casual,2025-11-10,0
986,casual,2025-06-10,1
987,casual,2025-12-21,0
988,casual,2025-11-11,0
989,other,2026-09-20,0
990,casual,2026-08-13,0
991,other,2026-01-21,0
992,casual,2026-02-08,1
